,precision,recall,f1-score,support
Beetle,0.9306930693069307,0.94,0.9353233830845771,100.0
Butterfly,0.9504950495049505,0.96,0.9552238805970149,100.0
Cat,0.9946236559139785,0.9390862944162437,0.9660574412532638,394.0
Cow,0.9829545454545454,0.9774011299435028,0.9801699716713881,177.0
Dog,0.9042553191489362,0.9659090909090909,0.9340659340659341,88.0
Elephant,0.9867109634551495,0.9705882352941176,0.9785831960461285,306.0
Gorilla,0.8108108108108109,1.0,0.8955223880597015,30.0
Hippo,0.9016393442622951,0.9649122807017544,0.9322033898305084,57.0
Lizard,0.897196261682243,0.96,0.927536231884058,100.0
Monkey,0.9786096256684492,0.9945652173913043,0.9865229110512129,184.0
Mouse,0.8446601941747572,0.87,0.8571428571428571,100.0
Panda,1.0,0.9831223628691983,0.9914893617021276,237.0
Spider,0.9479166666666666,0.91,0.9285714285714286,100.0
Tiger,0.9702380952380952,0.9939024390243902,0.9819277108433735,164.0
Zebra,0.9888888888888889,0.9888888888888889,0.9888888888888889,270.0
accuracy,0.963855421686747,0.963855421686747,0.963855421686747,0.963855421686747
macro avg,0.9393128326784463,0.9612250626292327,0.9492819316461643,2407.0
weighted avg,0.965255424886089,0.963855421686747,0.9641384956181152,2407.0
