,precision,recall,f1-score,support
Beetle,0.13592233009708737,0.28,0.1830065359477124,100.0
Butterfly,0.20164609053497942,0.49,0.2857142857142857,100.0
Cat,0.49411764705882355,0.1065989847715736,0.17536534446764093,394.0
Cow,0.19631901840490798,0.1807909604519774,0.18823529411764706,177.0
Dog,0.03225806451612903,0.03409090909090909,0.03314917127071823,88.0
Elephant,0.26973684210526316,0.2679738562091503,0.26885245901639343,306.0
Gorilla,0.11176470588235295,0.6333333333333333,0.19,30.0
Hippo,0.03333333333333333,0.017543859649122806,0.022988505747126436,57.0
Lizard,0.11206896551724138,0.13,0.12037037037037036,100.0
Monkey,0.140625,0.04891304347826087,0.07258064516129033,184.0
Mouse,0.030927835051546393,0.03,0.030456852791878174,100.0
Panda,0.3943217665615142,0.5274261603375527,0.45126353790613716,237.0
Spider,0.03759398496240601,0.05,0.04291845493562232,100.0
Tiger,0.15625,0.12195121951219512,0.136986301369863,164.0
Zebra,0.45348837209302323,0.43333333333333335,0.4431818181818182,270.0
accuracy,0.2276692978811799,0.2276692978811799,0.2276692978811799,0.2276692978811799
macro avg,0.18669159707457386,0.2234637106778272,0.1763379717999003,2407.0
weighted avg,0.26558952367821637,0.2276692978811799,0.21740079295416165,2407.0
