,precision,recall,f1-score,support
Beetle,0.13942307692307693,0.29,0.18831168831168832,100.0
Butterfly,0.22685185185185186,0.49,0.310126582278481,100.0
Cat,0.5454545454545454,0.13705583756345177,0.21906693711967545,394.0
Cow,0.20245398773006135,0.1864406779661017,0.19411764705882353,177.0
Dog,0.1111111111111111,0.10227272727272728,0.10650887573964497,88.0
Elephant,0.28368794326241137,0.26143790849673204,0.272108843537415,306.0
Gorilla,0.10857142857142857,0.6333333333333333,0.18536585365853658,30.0
Hippo,0.0,0.0,0.0,57.0
Lizard,0.1016949152542373,0.12,0.11009174311926606,100.0
Monkey,0.1375,0.059782608695652176,0.08333333333333333,184.0
Mouse,0.030612244897959183,0.03,0.030303030303030304,100.0
Panda,0.3933933933933934,0.5527426160337553,0.45964912280701753,237.0
Spider,0.05426356589147287,0.07,0.0611353711790393,100.0
Tiger,0.17355371900826447,0.12804878048780488,0.14736842105263157,164.0
Zebra,0.4606741573033708,0.45555555555555555,0.4581005586592179,270.0
accuracy,0.2413793103448276,0.2413793103448276,0.2413793103448276,0.2413793103448276
macro avg,0.19794972937687896,0.23444466969367428,0.18837253387718672,2407.0
weighted avg,0.2813670586272911,0.2413793103448276,0.23306724071467597,2407.0
