,precision,recall,f1-score,support
Beetle,0.8421052631578947,0.8,0.8205128205128205,100.0
Butterfly,0.6387096774193548,0.99,0.7764705882352941,100.0
Cat,0.953416149068323,0.7791878172588832,0.8575418994413407,394.0
Cow,0.926829268292683,0.8587570621468926,0.8914956011730205,177.0
Dog,0.6166666666666667,0.8409090909090909,0.7115384615384616,88.0
Elephant,0.9335548172757475,0.9183006535947712,0.9258649093904449,306.0
Gorilla,0.54,0.9,0.675,30.0
Hippo,0.7164179104477612,0.8421052631578947,0.7741935483870968,57.0
Lizard,0.9305555555555556,0.67,0.7790697674418605,100.0
Monkey,0.9080459770114943,0.8586956521739131,0.88268156424581,184.0
Mouse,0.7340425531914894,0.69,0.711340206185567,100.0
Panda,0.9140625,0.9873417721518988,0.949290060851927,237.0
Spider,0.8372093023255814,0.72,0.7741935483870968,100.0
Tiger,0.8729281767955801,0.9634146341463414,0.9159420289855073,164.0
Zebra,0.9666666666666667,0.9666666666666667,0.9666666666666667,270.0
accuracy,0.8670544245949314,0.8670544245949314,0.8670544245949314,0.8670544245949314
macro avg,0.8220806989249866,0.8523585741470902,0.827453444762861,2407.0
weighted avg,0.8819280154959992,0.8670544245949314,0.8686097411746827,2407.0
