,precision,recall,f1-score,support
Beetle,0.96875,0.93,0.9489795918367347,100.0
Butterfly,0.9411764705882353,0.96,0.9504950495049505,100.0
Cat,0.9946091644204852,0.9365482233502538,0.9647058823529412,394.0
Cow,0.9832402234636871,0.9943502824858758,0.9887640449438202,177.0
Dog,0.8817204301075269,0.9318181818181818,0.9060773480662984,88.0
Elephant,0.9966329966329966,0.9673202614379085,0.9817578772802653,306.0
Gorilla,0.7317073170731707,1.0,0.8450704225352113,30.0
Hippo,0.890625,1.0,0.9421487603305785,57.0
Lizard,0.9174311926605505,1.0,0.9569377990430622,100.0
Monkey,0.9891891891891892,0.9945652173913043,0.991869918699187,184.0
Mouse,0.8653846153846154,0.9,0.8823529411764706,100.0
Panda,0.9957446808510638,0.9873417721518988,0.9915254237288136,237.0
Spider,0.9690721649484536,0.94,0.9543147208121827,100.0
Tiger,0.9759036144578314,0.9878048780487805,0.9818181818181818,164.0
Zebra,1.0,0.9925925925925926,0.9962825278810409,270.0
accuracy,0.9680099709181553,0.9680099709181553,0.9680099709181553,0.9680099709181553
macro avg,0.9400791373185203,0.9681560939517865,0.9522066993339827,2407.0
weighted avg,0.9702614902234655,0.9680099709181553,0.9684797373254641,2407.0
