,precision,recall,f1-score,support
Beetle,0.97,0.97,0.97,100.0
Butterfly,0.96,0.96,0.96,100.0
Cat,0.9920212765957447,0.9467005076142132,0.9688311688311688,394.0
Cow,0.9722222222222222,0.9887005649717514,0.9803921568627451,177.0
Dog,0.9042553191489362,0.9659090909090909,0.9340659340659341,88.0
Elephant,0.9867986798679867,0.9771241830065359,0.9819376026272578,306.0
Gorilla,0.8333333333333334,1.0,0.9090909090909091,30.0
Hippo,0.9655172413793104,0.9824561403508771,0.9739130434782609,57.0
Lizard,0.9245283018867925,0.98,0.9514563106796117,100.0
Monkey,0.9945652173913043,0.9945652173913043,0.9945652173913043,184.0
Mouse,0.8867924528301887,0.94,0.912621359223301,100.0
Panda,1.0,0.9831223628691983,0.9914893617021276,237.0
Spider,0.9789473684210527,0.93,0.9538461538461539,100.0
Tiger,0.9704142011834319,1.0,0.984984984984985,164.0
Zebra,1.0,0.9888888888888889,0.994413407821229,270.0
accuracy,0.9734108849189863,0.9734108849189863,0.9734108849189863,0.9734108849189863
macro avg,0.9559597076173537,0.9738311304001239,0.9641071740403326,2407.0
weighted avg,0.9745258847126189,0.9734108849189863,0.973622721389488,2407.0
