,precision,recall,f1-score,support
Beetle,0.9514563106796117,0.98,0.9655172413793104,100.0
Butterfly,0.9489795918367347,0.93,0.9393939393939394,100.0
Cat,0.9946380697050938,0.9416243654822335,0.9674054758800521,394.0
Cow,0.9615384615384616,0.9887005649717514,0.9749303621169917,177.0
Dog,0.9120879120879121,0.9431818181818182,0.9273743016759777,88.0
Elephant,0.9932885906040269,0.9673202614379085,0.9801324503311258,306.0
Gorilla,0.8333333333333334,1.0,0.9090909090909091,30.0
Hippo,0.9047619047619048,1.0,0.95,57.0
Lizard,0.8738738738738738,0.97,0.919431279620853,100.0
Monkey,0.9836956521739131,0.9836956521739131,0.9836956521739131,184.0
Mouse,0.8461538461538461,0.88,0.8627450980392157,100.0
Panda,1.0,0.9831223628691983,0.9914893617021276,237.0
Spider,0.956989247311828,0.89,0.9222797927461139,100.0
Tiger,0.9647058823529412,1.0,0.9820359281437125,164.0
Zebra,1.0,0.9925925925925926,0.9962825278810409,270.0
accuracy,0.9651017864561695,0.9651017864561695,0.9651017864561695,0.9651017864561695
macro avg,0.9417001784275655,0.9633491745139612,0.951453621345019,2407.0
weighted avg,0.9666880899075959,0.9651017864561695,0.9653687228075545,2407.0
