,precision,recall,f1-score,support
Beetle,0.8876404494382022,0.79,0.8359788359788359,100.0
Butterfly,0.8080808080808081,0.8,0.8040201005025126,100.0
Cat,0.9394904458598726,0.748730964467005,0.8333333333333334,394.0
Cow,0.8764044943820225,0.8813559322033898,0.8788732394366198,177.0
Dog,0.7010309278350515,0.7727272727272727,0.7351351351351352,88.0
Elephant,0.9685314685314685,0.9052287581699346,0.9358108108108109,306.0
Gorilla,0.49056603773584906,0.8666666666666667,0.6265060240963856,30.0
Hippo,0.7428571428571429,0.9122807017543859,0.8188976377952756,57.0
Lizard,0.6275862068965518,0.91,0.7428571428571429,100.0
Monkey,0.8292682926829268,0.9239130434782609,0.8740359897172236,184.0
Mouse,0.5725806451612904,0.71,0.6339285714285714,100.0
Panda,0.986784140969163,0.9451476793248945,0.9655172413793104,237.0
Spider,0.7804878048780488,0.64,0.7032967032967034,100.0
Tiger,0.935672514619883,0.975609756097561,0.9552238805970149,164.0
Zebra,0.9775280898876404,0.9666666666666667,0.9720670391061452,270.0
accuracy,0.8616535105941006,0.8616535105941006,0.8616535105941006,0.8616535105941006
macro avg,0.8083006313210614,0.8498884961037358,0.8210321123647346,2407.0
weighted avg,0.877389985810394,0.8616535105941006,0.8646403836679057,2407.0
