,precision,recall,f1-score,support
Beetle,0.24087591240875914,0.33,0.27848101265822783,100.0
Butterfly,0.3418803418803419,0.4,0.3686635944700461,100.0
Cat,0.6896551724137931,0.20304568527918782,0.3137254901960784,394.0
Cow,0.39086294416243655,0.4350282485875706,0.4117647058823529,177.0
Dog,0.22077922077922077,0.38636363636363635,0.2809917355371901,88.0
Elephant,0.710204081632653,0.5686274509803921,0.631578947368421,306.0
Gorilla,0.23529411764705882,0.6666666666666666,0.34782608695652173,30.0
Hippo,0.22297297297297297,0.5789473684210527,0.32195121951219513,57.0
Lizard,0.20689655172413793,0.42,0.27722772277227725,100.0
Monkey,0.35294117647058826,0.22826086956521738,0.27722772277227725,184.0
Mouse,0.07216494845360824,0.07,0.07106598984771574,100.0
Panda,0.7470355731225297,0.7974683544303798,0.7714285714285715,237.0
Spider,0.17757009345794392,0.19,0.18357487922705315,100.0
Tiger,0.4909090909090909,0.6585365853658537,0.5625,164.0
Zebra,0.84688995215311,0.6555555555555556,0.7390396659707724,270.0
accuracy,0.4466140423764022,0.4466140423764022,0.4466140423764022,0.4466140423764022
macro avg,0.39646214334588303,0.43923336141436753,0.38913648963998004,2407.0
weighted avg,0.5203668269748059,0.4466140423764022,0.4515152185083684,2407.0
