,precision,recall,f1-score,support
Beetle,0.9320388349514563,0.96,0.9458128078817734,100.0
Butterfly,0.9690721649484536,0.94,0.9543147208121827,100.0
Cat,0.9868073878627969,0.949238578680203,0.9676584734799483,394.0
Cow,0.9720670391061452,0.9830508474576272,0.9775280898876404,177.0
Dog,0.8842105263157894,0.9545454545454546,0.9180327868852459,88.0
Elephant,0.99,0.9705882352941176,0.9801980198019802,306.0
Gorilla,0.7894736842105263,1.0,0.8823529411764706,30.0
Hippo,0.890625,1.0,0.9421487603305785,57.0
Lizard,0.9411764705882353,0.96,0.9504950495049505,100.0
Monkey,0.9836065573770492,0.9782608695652174,0.9809264305177112,184.0
Mouse,0.8910891089108911,0.9,0.8955223880597015,100.0
Panda,0.9872881355932204,0.9831223628691983,0.985200845665962,237.0
Spider,0.9782608695652174,0.9,0.9375,100.0
Tiger,0.9473684210526315,0.9878048780487805,0.9671641791044776,164.0
Zebra,0.9962546816479401,0.9851851851851852,0.9906890130353817,270.0
accuracy,0.9651017864561695,0.9651017864561695,0.9651017864561695,0.9651017864561695
macro avg,0.9426225921420236,0.963453094109719,0.9517029670762669,2407.0
weighted avg,0.9665767192641486,0.9651017864561695,0.9653630978385113,2407.0
