,precision,recall,f1-score,support
Beetle,0.9504950495049505,0.96,0.9552238805970149,100.0
Butterfly,0.9787234042553191,0.92,0.9484536082474226,100.0
Cat,0.9916201117318436,0.9010152284263959,0.9441489361702128,394.0
Cow,0.9611111111111111,0.9774011299435028,0.969187675070028,177.0
Dog,0.8723404255319149,0.9318181818181818,0.9010989010989011,88.0
Elephant,0.9802631578947368,0.9738562091503268,0.9770491803278688,306.0
Gorilla,0.8108108108108109,1.0,0.8955223880597015,30.0
Hippo,0.9180327868852459,0.9824561403508771,0.9491525423728814,57.0
Lizard,0.9009009009009009,1.0,0.9478672985781991,100.0
Monkey,0.9836956521739131,0.9836956521739131,0.9836956521739131,184.0
Mouse,0.8165137614678899,0.89,0.8516746411483254,100.0
Panda,0.9791666666666666,0.9915611814345991,0.9853249475890985,237.0
Spider,0.9583333333333334,0.92,0.9387755102040817,100.0
Tiger,0.9532163742690059,0.9939024390243902,0.9731343283582089,164.0
Zebra,1.0,0.9888888888888889,0.994413407821229,270.0
accuracy,0.9592854175321978,0.9592854175321978,0.9592854175321978,0.9592854175321978
macro avg,0.9370149031025096,0.9609730034140718,0.9476481931878058,2407.0
weighted avg,0.9613960523285212,0.9592854175321978,0.9595301930997647,2407.0
