,precision,recall,f1-score,support
Beetle,0.941747572815534,0.97,0.9556650246305419,100.0
Butterfly,0.9595959595959596,0.95,0.9547738693467337,100.0
Cat,0.9815303430079155,0.9441624365482234,0.96248382923674,394.0
Cow,0.9776536312849162,0.9887005649717514,0.9831460674157303,177.0
Dog,0.8936170212765957,0.9545454545454546,0.9230769230769231,88.0
Elephant,0.9966329966329966,0.9673202614379085,0.9817578772802653,306.0
Gorilla,0.75,1.0,0.8571428571428571,30.0
Hippo,0.9661016949152542,1.0,0.9827586206896551,57.0
Lizard,0.9326923076923077,0.97,0.9509803921568627,100.0
Monkey,0.9732620320855615,0.9891304347826086,0.9811320754716981,184.0
Mouse,0.8811881188118812,0.89,0.8855721393034826,100.0
Panda,1.0,0.9873417721518988,0.9936305732484076,237.0
Spider,0.968421052631579,0.92,0.9435897435897436,100.0
Tiger,0.9760479041916168,0.9939024390243902,0.9848942598187311,164.0
Zebra,0.9962825278810409,0.9925925925925926,0.9944341372912802,270.0
accuracy,0.9684254258412962,0.9684254258412962,0.9684254258412962,0.9684254258412962
macro avg,0.9463182108548772,0.9678463970703219,0.9556692259799769,2407.0
weighted avg,0.9698613598705991,0.9684254258412962,0.9687214082892833,2407.0
