,precision,recall,f1-score,support
Beetle,0.17123287671232876,0.25,0.2032520325203252,100.0
Butterfly,0.2937062937062937,0.42,0.345679012345679,100.0
Cat,0.5797101449275363,0.10152284263959391,0.17278617710583152,394.0
Cow,0.2714285714285714,0.21468926553672316,0.23974763406940064,177.0
Dog,0.13636363636363635,0.2727272727272727,0.18181818181818182,88.0
Elephant,0.4489051094890511,0.4019607843137255,0.4241379310344828,306.0
Gorilla,0.09027777777777778,0.43333333333333335,0.14942528735632185,30.0
Hippo,0.06040268456375839,0.15789473684210525,0.08737864077669903,57.0
Lizard,0.15023474178403756,0.32,0.20447284345047922,100.0
Monkey,0.20952380952380953,0.11956521739130435,0.1522491349480969,184.0
Mouse,0.09183673469387756,0.09,0.09090909090909091,100.0
Panda,0.5064102564102564,0.6666666666666666,0.575591985428051,237.0
Spider,0.13274336283185842,0.15,0.14084507042253522,100.0
Tiger,0.26666666666666666,0.17073170731707318,0.20817843866171004,164.0
Zebra,0.5681818181818182,0.46296296296296297,0.5102040816326531,270.0
accuracy,0.29206481096800996,0.29206481096800996,0.29206481096800996,0.29206481096800996
macro avg,0.2651749656707519,0.2821369859820507,0.24577836949863582,2407.0
weighted avg,0.3621330872614454,0.29206481096800996,0.29106935827774844,2407.0
