,precision,recall,f1-score,support
Beetle,0.9696969696969697,0.96,0.964824120603015,100.0
Butterfly,0.95,0.95,0.95,100.0
Cat,0.9865951742627346,0.934010152284264,0.9595827900912647,394.0
Cow,0.9887005649717514,0.9887005649717514,0.9887005649717514,177.0
Dog,0.9032258064516129,0.9545454545454546,0.9281767955801105,88.0
Elephant,0.9966777408637874,0.9803921568627451,0.9884678747940692,306.0
Gorilla,0.8571428571428571,1.0,0.9230769230769231,30.0
Hippo,0.9047619047619048,1.0,0.95,57.0
Lizard,0.9230769230769231,0.96,0.9411764705882353,100.0
Monkey,0.9682539682539683,0.9945652173913043,0.9812332439678284,184.0
Mouse,0.8504672897196262,0.91,0.8792270531400966,100.0
Panda,0.9872881355932204,0.9831223628691983,0.985200845665962,237.0
Spider,0.9578947368421052,0.91,0.9333333333333333,100.0
Tiger,0.9820359281437125,1.0,0.9909365558912386,164.0
Zebra,1.0,0.9925925925925926,0.9962825278810409,270.0
accuracy,0.9684254258412962,0.9684254258412962,0.9684254258412962,0.9684254258412962
macro avg,0.9483878666520782,0.967861900101154,0.9573479399723246,2407.0
weighted avg,0.9695824574411082,0.9684254258412962,0.9686224127377341,2407.0
