,precision,recall,f1-score,support
Beetle,0.9607843137254902,0.98,0.9702970297029703,100.0
Butterfly,0.9696969696969697,0.96,0.964824120603015,100.0
Cat,0.997289972899729,0.934010152284264,0.9646133682830931,394.0
Cow,0.9943181818181818,0.9887005649717514,0.9915014164305949,177.0
Dog,0.8947368421052632,0.9659090909090909,0.9289617486338798,88.0
Elephant,0.99,0.9705882352941176,0.9801980198019802,306.0
Gorilla,0.7894736842105263,1.0,0.8823529411764706,30.0
Hippo,0.9333333333333333,0.9824561403508771,0.9572649572649573,57.0
Lizard,0.9428571428571428,0.99,0.9658536585365853,100.0
Monkey,0.9838709677419355,0.9945652173913043,0.9891891891891892,184.0
Mouse,0.8363636363636363,0.92,0.8761904761904762,100.0
Panda,0.9957805907172996,0.9957805907172996,0.9957805907172996,237.0
Spider,0.9893617021276596,0.93,0.9587628865979382,100.0
Tiger,0.9702380952380952,0.9939024390243902,0.9819277108433735,164.0
Zebra,0.996268656716418,0.9888888888888889,0.9925650557620818,270.0
accuracy,0.9713336103032821,0.9713336103032821,0.9713336103032821,0.9713336103032821
macro avg,0.9496249393034454,0.9729867546554656,0.9600188779822604,2407.0
weighted avg,0.9732188781096702,0.9713336103032821,0.9717115389108112,2407.0
