,precision,recall,f1-score,support
Beetle,0.19047619047619047,0.28,0.22672064777327935,100.0
Butterfly,0.2876712328767123,0.42,0.34146341463414637,100.0
Cat,0.603448275862069,0.08883248730964467,0.15486725663716813,394.0
Cow,0.26804123711340205,0.14689265536723164,0.1897810218978102,177.0
Dog,0.16025641025641027,0.2840909090909091,0.20491803278688525,88.0
Elephant,0.44039735099337746,0.434640522875817,0.4375,306.0
Gorilla,0.11510791366906475,0.5333333333333333,0.1893491124260355,30.0
Hippo,0.04516129032258064,0.12280701754385964,0.0660377358490566,57.0
Lizard,0.15879828326180256,0.37,0.2222222222222222,100.0
Monkey,0.23809523809523808,0.1358695652173913,0.17301038062283736,184.0
Mouse,0.04672897196261682,0.05,0.04830917874396135,100.0
Panda,0.4835820895522388,0.6835443037974683,0.5664335664335665,237.0
Spider,0.1452991452991453,0.17,0.15668202764976957,100.0
Tiger,0.27835051546391754,0.16463414634146342,0.20689655172413793,164.0
Zebra,0.5539906103286385,0.43703703703703706,0.4886128364389234,270.0
accuracy,0.29206481096800996,0.29206481096800996,0.29206481096800996,0.29206481096800996
macro avg,0.2676936503688936,0.28811213186094364,0.24485359905598666,2407.0
weighted avg,0.36420287281661406,0.29206481096800996,0.28559878101177527,2407.0
