,precision,recall,f1-score,support
Beetle,0.9423076923076923,0.98,0.9607843137254902,100.0
Butterfly,0.9603960396039604,0.97,0.9651741293532339,100.0
Cat,0.994579945799458,0.9314720812182741,0.9619921363040629,394.0
Cow,0.9615384615384616,0.9887005649717514,0.9749303621169917,177.0
Dog,0.8924731182795699,0.9431818181818182,0.9171270718232044,88.0
Elephant,0.9900662251655629,0.9771241830065359,0.9835526315789473,306.0
Gorilla,0.8108108108108109,1.0,0.8955223880597015,30.0
Hippo,0.9642857142857143,0.9473684210526315,0.9557522123893806,57.0
Lizard,0.9523809523809523,1.0,0.975609756097561,100.0
Monkey,0.9945652173913043,0.9945652173913043,0.9945652173913043,184.0
Mouse,0.8584905660377359,0.91,0.883495145631068,100.0
Panda,1.0,1.0,1.0,237.0
Spider,0.968421052631579,0.92,0.9435897435897436,100.0
Tiger,0.9761904761904762,1.0,0.9879518072289156,164.0
Zebra,1.0,0.9925925925925926,0.9962825278810409,270.0
accuracy,0.9713336103032821,0.9713336103032821,0.9713336103032821,0.9713336103032821
macro avg,0.9511004181615518,0.9703336585609939,0.9597552962113765,2407.0
weighted avg,0.9726373843276273,0.9713336103032821,0.9715376397520674,2407.0
