,precision,recall,f1-score,support
Beetle,0.97,0.97,0.97,100.0
Butterfly,0.96,0.96,0.96,100.0
Cat,0.9946524064171123,0.9441624365482234,0.96875,394.0
Cow,0.9777777777777777,0.9943502824858758,0.9859943977591037,177.0
Dog,0.9247311827956989,0.9772727272727273,0.9502762430939227,88.0
Elephant,0.9933554817275747,0.9771241830065359,0.985172981878089,306.0
Gorilla,0.7894736842105263,1.0,0.8823529411764706,30.0
Hippo,0.9655172413793104,0.9824561403508771,0.9739130434782609,57.0
Lizard,0.9009009009009009,1.0,0.9478672985781991,100.0
Monkey,0.973404255319149,0.9945652173913043,0.9838709677419355,184.0
Mouse,0.883495145631068,0.91,0.896551724137931,100.0
Panda,1.0,0.9831223628691983,0.9914893617021276,237.0
Spider,0.968421052631579,0.92,0.9435897435897436,100.0
Tiger,0.9878787878787879,0.9939024390243902,0.9908814589665653,164.0
Zebra,0.996268656716418,0.9888888888888889,0.9925650557620818,270.0
accuracy,0.9725799750727047,0.9725799750727047,0.9725799750727047,0.9725799750727047
macro avg,0.9523917715590603,0.973056311855868,0.9615516811909621,2407.0
weighted avg,0.9739984549211621,0.9725799750727047,0.9728261818482189,2407.0
