,precision,recall,f1-score,support
Beetle,0.9603960396039604,0.97,0.9651741293532339,100.0
Butterfly,0.9693877551020408,0.95,0.9595959595959596,100.0
Cat,0.9946524064171123,0.9441624365482234,0.96875,394.0
Cow,0.9886363636363636,0.9830508474576272,0.9858356940509915,177.0
Dog,0.8969072164948454,0.9886363636363636,0.9405405405405406,88.0
Elephant,0.9899328859060402,0.9640522875816994,0.9768211920529801,306.0
Gorilla,0.6818181818181818,1.0,0.8108108108108109,30.0
Hippo,0.9193548387096774,1.0,0.957983193277311,57.0
Lizard,0.9230769230769231,0.96,0.9411764705882353,100.0
Monkey,0.9782608695652174,0.9782608695652174,0.9782608695652174,184.0
Mouse,0.89,0.89,0.89,100.0
Panda,1.0,0.9915611814345991,0.9957627118644068,237.0
Spider,0.94,0.94,0.94,100.0
Tiger,0.9878787878787879,0.9939024390243902,0.9908814589665653,164.0
Zebra,0.9962825278810409,0.9925925925925926,0.9944341372912802,270.0
accuracy,0.9688408807644371,0.9688408807644371,0.9688408807644371,0.9688408807644371
macro avg,0.9411056530726793,0.969747934522714,0.9530684778638355,2407.0
weighted avg,0.9712842664769694,0.9688408807644371,0.9694128922013734,2407.0
