,precision,recall,f1-score,support
Beetle,0.7906976744186046,0.68,0.7311827956989247,100.0
Butterfly,0.7129629629629629,0.77,0.7403846153846154,100.0
Cat,0.8758169934640523,0.6802030456852792,0.7657142857142857,394.0
Cow,0.8385093167701864,0.7627118644067796,0.7988165680473372,177.0
Dog,0.543859649122807,0.7045454545454546,0.6138613861386139,88.0
Elephant,0.9337979094076655,0.8758169934640523,0.9038785834738617,306.0
Gorilla,0.4827586206896552,0.9333333333333333,0.6363636363636364,30.0
Hippo,0.5833333333333334,0.7368421052631579,0.6511627906976745,57.0
Lizard,0.5028571428571429,0.88,0.64,100.0
Monkey,0.7604790419161677,0.6902173913043478,0.7236467236467237,184.0
Mouse,0.40458015267175573,0.53,0.4588744588744589,100.0
Panda,0.9353448275862069,0.9156118143459916,0.9253731343283582,237.0
Spider,0.68,0.51,0.5828571428571429,100.0
Tiger,0.9011627906976745,0.9451219512195121,0.9226190476190477,164.0
Zebra,0.9923954372623575,0.9666666666666667,0.9793621013133208,270.0
accuracy,0.7893643539675945,0.7893643539675945,0.7893643539675945,0.7893643539675945
macro avg,0.7292370568773714,0.772071374682305,0.7382731513438668,2407.0
weighted avg,0.8148212461122599,0.7893643539675945,0.7949428418081165,2407.0
