,precision,recall,f1-score,support
Beetle,0.9607843137254902,0.98,0.9702970297029703,100.0
Butterfly,0.9591836734693877,0.94,0.9494949494949495,100.0
Cat,0.9920844327176781,0.9543147208121827,0.9728331177231565,394.0
Cow,0.9777777777777777,0.9943502824858758,0.9859943977591037,177.0
Dog,0.9213483146067416,0.9318181818181818,0.9265536723163842,88.0
Elephant,0.9933110367892977,0.9705882352941176,0.9818181818181818,306.0
Gorilla,0.8108108108108109,1.0,0.8955223880597015,30.0
Hippo,0.9032258064516129,0.9824561403508771,0.9411764705882353,57.0
Lizard,0.8990825688073395,0.98,0.937799043062201,100.0
Monkey,0.9838709677419355,0.9945652173913043,0.9891891891891892,184.0
Mouse,0.9108910891089109,0.92,0.9154228855721394,100.0
Panda,1.0,0.9873417721518988,0.9936305732484076,237.0
Spider,0.96875,0.93,0.9489795918367347,100.0
Tiger,0.9819277108433735,0.9939024390243902,0.9878787878787879,164.0
Zebra,0.9962825278810409,0.9925925925925926,0.9944341372912802,270.0
accuracy,0.9721645201495638,0.9721645201495638,0.9721645201495638,0.9721645201495638
macro avg,0.9506220687154266,0.9701286387947614,0.9594016277027617,2407.0
weighted avg,0.9732953082983961,0.9721645201495638,0.9723776564063817,2407.0
