,precision,recall,f1-score,support
Beetle,0.9411764705882353,0.96,0.9504950495049505,100.0
Butterfly,0.9405940594059405,0.95,0.945273631840796,100.0
Cat,0.9889807162534435,0.9111675126903553,0.9484808454425363,394.0
Cow,0.946524064171123,1.0,0.9725274725274725,177.0
Dog,0.898876404494382,0.9090909090909091,0.903954802259887,88.0
Elephant,0.9965986394557823,0.9575163398692811,0.9766666666666667,306.0
Gorilla,0.75,1.0,0.8571428571428571,30.0
Hippo,0.9482758620689655,0.9649122807017544,0.9565217391304348,57.0
Lizard,0.8608695652173913,0.99,0.9209302325581395,100.0
Monkey,0.9629629629629629,0.9891304347826086,0.9758713136729222,184.0
Mouse,0.8053097345132744,0.91,0.8544600938967136,100.0
Panda,0.9915254237288136,0.9873417721518988,0.9894291754756871,237.0
Spider,0.9885057471264368,0.86,0.9197860962566845,100.0
Tiger,0.9878048780487805,0.9878048780487805,0.9878048780487805,164.0
Zebra,0.9925650557620818,0.9888888888888889,0.9907235621521335,270.0
accuracy,0.9580390527627752,0.9580390527627752,0.9580390527627752,0.9580390527627752
macro avg,0.9333713055865077,0.9577235344149652,0.9433378944384442,2407.0
weighted avg,0.9612048302114066,0.9580390527627752,0.9585075910576122,2407.0
