,precision,recall,f1-score,support
Beetle,0.25,0.26,0.2549019607843137,100.0
Butterfly,0.2781954887218045,0.37,0.31759656652360513,100.0
Cat,0.6304347826086957,0.14720812182741116,0.23868312757201646,394.0
Cow,0.37012987012987014,0.3220338983050847,0.34441087613293053,177.0
Dog,0.17834394904458598,0.3181818181818182,0.22857142857142856,88.0
Elephant,0.679324894514768,0.5261437908496732,0.5930018416206262,306.0
Gorilla,0.16363636363636364,0.6,0.2571428571428571,30.0
Hippo,0.17647058823529413,0.42105263157894735,0.24870466321243523,57.0
Lizard,0.19183673469387755,0.47,0.27246376811594203,100.0
Monkey,0.4,0.16304347826086957,0.23166023166023167,184.0
Mouse,0.06382978723404255,0.06,0.061855670103092786,100.0
Panda,0.6443514644351465,0.6497890295358649,0.6470588235294118,237.0
Spider,0.1276595744680851,0.12,0.12371134020618557,100.0
Tiger,0.34944237918215615,0.573170731707317,0.4341801385681293,164.0
Zebra,0.832089552238806,0.825925925925926,0.828996282527881,270.0
accuracy,0.40506855006231823,0.40506855006231823,0.40506855006231823,0.40506855006231823
macro avg,0.3557163619428997,0.3884366284115275,0.33886263841807246,2407.0
weighted avg,0.47855258658496896,0.40506855006231823,0.404042821557733,2407.0
